teks_tweet,lokasi,created_at,username,lang
"Presiden RI Prabowo Subianto dijadwalkan meresmikan operasional 166 Satuan Pelayanan Pemenuhan Gizi (SPPG) Polri secara serentak yang dipusatkan di Tuban, Sabtu (16/5/2026). Peresmian ini menjadi bagian dari percepatan Program Makan Bergizi Gratis (MBG) https://t.co/bkBI23YN5R",,2026-05-16T08:10:42.000Z,pidressitubondo,in
"Ini gila, sich...

SPPG yang menangani Makan Bergizi Gratis (MBG) bagi 12 sekolah dan menyebabkan 200 siswa keracunan MBG di Surabaya ternyata  belum memiliki SLHS (Sertifikat Laik Higiene Sanitasi)...

Bagaimana kebijakan BGN dalam memberikan izin operasi, sehingga SPPG tsb bisa https://t.co/XDtx5yU63J",,2026-05-13T14:58:26.000Z,ferizandra,in
"katanya 'makan bergizi gratis'—gratis? ga juga. bergizi? ...

porsi nasi mbg itu bisa 2-3X porsi nasi yg biasa gw makan dlm sekali makan.

Kalorinya...? duh. nasi banyak, ditambah tempe goreng tepung. atau ayam goreng tepung. atau tahu tepung. minyak + tepung—kombinasi mantap.",,2026-05-13T16:18:09.000Z,hiubacem,in
Program Makan Bergizi Gratis menjadi langkah nyata dalam memastikan anak-anak mendapatkan asupan gizi yang cukup untuk tumbuh sehat dan belajar dengan optimal. Dukungan bersama sangat diperlukan agar pelaksanaannya berjalan efektif dan tepat sasaran. https://t.co/29SzXzFF3W,,2026-05-16T03:32:45.000Z,kellytiemikino,in
Polri Siapkan 166 SPPG Dukung Program Makan Bergizi Gratis https://t.co/HPhbfcqa2r,,2026-05-16T06:23:13.000Z,Harian_Jogja,in
Implementasi Program Makan Bergizi Gratis (MBG) di daerah tertinggal merupakan bagian dari upaya meningkatkan kualitas gizi peserta didik agar dapat belajar dengan lebih optimal. https://t.co/PUQdnagk55,,2026-05-15T08:24:55.000Z,dpmdkalteng,in
"Di saat para siswa menunggu menu Makan Bergizi Gratis (MBG) tiba di sekolah, ada satu proses penting yang lebih dulu dilakukan di dapur SPPG Polres Kutai Timur. Bukan memasak atau mengemas makanan, melainkan “sidang rasa” oleh tim kesehatan.  #pengabdianpoldakaltim https://t.co/gJMx5CmIvb",,2026-05-15T04:30:35.000Z,Poldakaltim,in
guna memastikan seluruh standar operasional prosedur (SOP) berjalan sempurna. Langkah ini merupakan bentuk komitmen Polri dalam menjamin keamanan dan kualitas setiap porsi makanan dalam program Makan Bergizi Gratis (MBG).,,2026-05-16T05:02:54.000Z,IniTrenggalek,in
Rakyat nang kene saiki bakal nggawe koperasi pertanian lan ngarep-arep bisa masok beras lan sayuran kanggo program makan bergizi gratis (MBG) sing dicanangke Presiden @Prabowo #ReformaAgrariaPrabowo https://t.co/zIVaG7wncR,,2026-05-10T05:35:34.000Z,budimandjatmiko,in
"Makan Bergizi Gratis adalah wujud nyata menjaga ketahanan pangan. Bersama rakyat, kita Maksimalkan Kemajuan Indonesia menuju generasi unggul.
#PenuhiGiziBangsa https://t.co/Az0Esy3k09",,2026-05-16T04:44:11.000Z,Haiqueza,in
@FitryFitriya20 Program Makan Bergizi Gratis (MBG) menurunkan angka stunting dan kekurangan gizi. #MBG #MakanBergiziGratis #AnakSehatBangsaKuat https://t.co/J9MgMM8qTi,,2026-05-16T05:14:25.000Z,ProboJoyo,in
@baguslifandry @si4riNew @seclove_ @Txtdariiugm ga nyambung bgt jawabannya. lagian kalaupun 4 jt org bisa kuliah gratis itu lebih baik dari 1 trilyun org dpt makan gratis. kuliah loh ini woi. yg bisa mengubah nasib org. lagian menu mbg juga ga full bergizi. pasti jawabannya ya salahin sppg nya lah 😅.,,2026-05-09T11:58:55.000Z,NayeonY89,in
"Kisah haru relawan Makan Bergizi Gratis (MBG) banyak diwarnai cerita perjuangan masyarakat marjinal atau pencari kerja yg berhasil mengubah nasib. Mereka datang dgn keraguan dan pesimisme karena takut ditolak, namun akhirnya diterima dan mendapatkan penghidupan yang lebih stabil. https://t.co/lWaf9YSL7j",,2026-05-16T03:00:02.000Z,luna2ku,in
"Ini dulu...
Saat Pak @ganjarpranowo msh gubernur..
Sekolah gratis yg beneran gratis..  no pungli.. no mark up harga.. &amp; bener2 buat rakyat..

Skrg?
Atas nama Makan bergizi gratis tp banyak dana yg gada kaitan dg Gizi bocor &amp; dibiar2kan
Atas nama sekolah rakyat, sepatu aja https://t.co/xsNlJBu1MH",,2026-05-11T13:40:21.000Z,Jelli_cent,in
"PAM: Perusahaan Air (Minum) Mandi
MBG: Makan (Bergizi) Berlagak Gratis
IKN: Ibu Kota (Nusantara) Nggakjadi",,2026-05-15T23:20:19.000Z,sibambaang,in
"Program Makan Bergizi Gratis (MBG) terus didorong agar tepat sasaran dan dapat dirasakan oleh anak-anak yang benar-benar membutuhkan 🍽️🇮🇩
#MBG #ProgramPemerintah #GenerasiSehat #PemerataanGizi https://t.co/xajkMrKoMO",,2026-05-12T00:06:36.000Z,AArdi19098,in
"🇮🇩 *MBG Hadir untuk Anak yang Membutuhkan*

Program *Makan Bergizi Gratis (MBG)* difokuskan untuk memastikan setiap anak Indonesia mendapatkan akses gizi yang layak, terutama bagi keluarga yang membutuhkan
#MBG #MakanBergiziGratis #IndonesiaMaju #Prabowo #GiziAnak #CegahStunting https://t.co/YukcH8WelO",,2026-05-11T08:00:01.000Z,ceritanetizen_,in
"Atap bocor &amp; tembok bolong di SDN 50 Kubu Raya vs. Anggaran Makan Bergizi Gratis (MBG) ratusan triliun.
Miris lihatnya. Buat apa makan bergizi kalau sekolahnya aja nggak layak huni? Prioritas kita sebenarnya di mana? 🤔
#Pendidikan #MBG 
#KubuRaya https://t.co/7WMqS1EnTn",,2026-05-12T00:55:25.000Z,165Hati,in
"@Aditamaism @Hidupsebagai62 @LambeSahamjja tapi hak suara udah kekunci di program Makan Kurang Bergizi dan Tidak Gratis, Koperasi Putih Merah, dan masih banyak lagi..
para buruh/karyawan/pekerja yang bersangkutan kebingungan kalo mereka nanti memilih pemimpin yang gaakan nerusin program ini..",,2026-05-16T02:40:23.000Z,IsaacsonJn81964,in
"demokrasi liberal penuh.
Tiga Program Besar Pemerintahan Prabowo:
1. Makan Bergizi Gratis (MBG)
Program sosial terbesar pemerintah.
Tujuan:
- Mengurangi stunting,
- Memperbaiki gizi nasional,
- Menggerakkan ekonomi desa melalui penyerapan hasil pertanian dan perikanan.
Target:",,2026-05-15T00:30:51.000Z,Rahadi0816,in
"Dalam kunjungan tersebut, Mendes Yandri juga meninjau pembangunan Koperasi Desa Merah Putih dan mendorong desa-desa mengembangkan program desa tematik untuk mendukung ketahanan pangan serta kebutuhan Program Makan Bergizi Gratis (MBG).",,2026-05-16T06:12:01.000Z,kemendespdt,in
"Sinergi Polri dengan pemerintah daerah dalam program Makan Bergizi Gratis atau yang biasa disebut (MBG) adalah wujud nyata menjaga ketahanan pangan. Bersama rakyat,  mariiii... kita Maksimalkan Kemajuan Indonesia menuju generasi unggul... Indonesia emass
#PenuhiGiziBangsa https://t.co/gbPFM8Ejrp",,2026-05-16T04:44:34.000Z,AryanoRoll17253,in
"Dukung Bersama Program Makan Bergizi Gratis 
#ManfaatMakanBergiziGratis
#MakanBergiziGratis https://t.co/LqddW42K19",,2026-05-13T01:01:21.000Z,Perjuangan52435,in
"Dukung bersama Program Makan Bergizi Gratis sebagai langkah nyata menciptakan generasi Indonesia yang sehat, cerdas, dan tumbuh optimal. 
#MakanBergiziGratis
#GenerasiSehatCerdas
#BebasStunting https://t.co/jJsW8ItGNb",,2026-05-16T02:57:35.000Z,InvestGold_1,in
"Sidokkes Polres Kolaka melaksanakan pemeriksaan dan pengawasan keamanan makanan dalam program Makan Bergizi Gratis (MBG) di SPPG Polres Kolaka, Sabtu (9/5). Pemeriksaan dilakukan mulai dari kualitas bahan makanan, proses pengolahan, kebersihan peralatan, hingga kelayakan makanan https://t.co/1AcqCHdIWB",,2026-05-16T05:31:16.000Z,PrambananSek,in
"Sidokkes Polres Kolaka melaksanakan pemeriksaan dan pengawasan keamanan makanan dalam program Makan Bergizi Gratis (MBG) di SPPG Polres Kolaka, Sabtu (9/5). Pemeriksaan dilakukan mulai dari kualitas bahan makanan, proses pengolahan, kebersihan peralatan, hingga kelayakan makanan https://t.co/5Aoo6oOo8g",,2026-05-16T05:00:30.000Z,humaspoldalpg,in
"milih pemimpin karena “baik kasih sembako” itu wajar kalau yang dilihat cuma yang paling kerasa di depan mata.

tapi kalau tiap bantuan kayak sembako atau MBG (makan bergizi gratis) itu jadi penentu utama, kita jadi lupa nanya hal yang lebih besar: harga bahan pokok stabil gak,",,2026-05-14T06:43:05.000Z,vier4x4,in
"Keputusan telur Makan Bergizi Gratis wajib pakai produk lokal itu bukan cuma soal menu makan siang. Ini soal muterin duit di kampung sendiri, nguatin dapur peternak kita, dan bikin Indonesia nggak gampang goyang soal pangan.

#LanjutkanMBG

Beckham https://t.co/ph2fid73uy",,2026-05-16T08:06:38.000Z,de_bungas,in
"Pemerintah maha benar dengan segala kegagalan nya 🤫 

Program Makan Bergizi Gratis malah ada lauk belatung, giliran dikritik yang ngasih makan minta maaf malah yang lapor diancam.",,2026-05-10T03:45:02.000Z,Alitt4mb3ng,in
"Program Makan Bergizi Gratis hadir untuk memastikan seluruh anak Indonesia mendapatkan asupan gizi seimbang setiap hari sekolah - demi tumbuh kembang optimal, peningkatan prestasi, dan masa depan lebih baik https://t.co/xwZU2li3uX",,2026-05-14T20:53:33.000Z,JhoniMairuhu,in
"Kasus dugaan keracunan Makan Bergizi Gratis (MBG) kembali terjadi di Jakarta. Ratusan siswa SD di kawasan Cakung dan Ujung Menteng, Jakarta Timur, dilaporkan mengalami mual dan pusing usai menyantap menu MBG. Sejumlah guru yang ikut makan juga mengeluhkan gejala serupa. Menu saat https://t.co/qqzwYhbpUW",,2026-05-09T08:11:09.000Z,kenhans03,in
https://t.co/WvTeSEmjXO – Podcaster Deddy Corbuzier akui sempat membela mati-matian program Makan Bergizi Gratis (MBG). Sebab program ini memiliki manfaat yang sangat baik. Tapi belakangan dia kecewa karena program ini berantakan. https://t.co/vghDHOaXJE,,2026-05-15T12:20:23.000Z,KedaiPenaCom,in
"Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/kDkua1mVlQ., menargetkan pembangunan hingga 1.500 Satuan Pelayanan Pemenuhan Gizi (SPPG) Polri di seluruh penjuru tanah air guna mengawal keberlanjutan program Makan Bergizi Gratis (MBG). Komitmen perluasan jaringan https://t.co/CXT0lygiSU",,2026-05-16T11:21:02.000Z,sumsel_polda,in
"Semua pendukung @prabowo, tolong buka mata Vid ini lagi viral di Threads.
Seorang anak muda berani kritik pedas: 'Pemerintah seperti Dracula yg mengisap uang rakyat dari prog Makan Bergizi Gratis (MBG). Melibatkan markas TNI, kantor polisi, hingga ormas.

https://t.co/v7nWfdHPSD https://t.co/6TVVoYcGzR",,2026-05-11T12:10:33.000Z,Matahari_tmr,in
BGN Ungkap Cara Tolak Makan Bergizi Gratis buat Orang Mampu https://t.co/Yzmi0XlYmN,,2026-05-12T06:36:29.000Z,detikfinance,in
"@NaylaValerie69 Makan bergizi gratis bagus, emang banyak orang kurang gizi ye kan",,2026-05-16T06:07:45.000Z,FadimNur6,in
"Dari Sabang sampai Merauke, Polri berkomitmen hadirkan pelayanan terbaik demi mencetak generasi emas Indonesia yang sehat dan unggul. Implementasi Program Makan Bergizi Gratis pemerintah kini semakin solid dengan dukungan nyata Korps Bhayangkara. Narasi besar Polri dalam https://t.co/2BpHlQvU5r",,2026-05-07T06:20:32.000Z,DivHumas_Polri,in
"Dukungan masyarakat sangat diperlukan agar program Makan Bergizi Gratis berjalan efektif dan tepat sasaran. Dengan pengawasan bersama dan pengelolaan yang baik, manfaat program dapat dirasakan lebih luas oleh penerima manfaat. https://t.co/FfhxpUOFrb",,2026-05-15T02:29:24.000Z,kellytiemikino,in
"@tanyakanrl terlalu sedikit buat dijadikan penghasilan utama, tapi cukup buat jajan jajan

aku ada freelance nih guys buat kalian yang punya banyk waktu luang, karena pendapatannya tergantung seberapa banyak jib yang kalian kerjain, yang mau boleh banget pc aku ya

ini gratis https://t.co/JlV4pgtC0X",,2026-05-16T10:44:17.000Z,slowckckck,in
"252 Siswa SD di Cakung Jaktim Diduga Keracunan MBG Pangsit Tahu Masam

Sebanyak 252 siswa sekolah dasar di Cakung, Jakarta Timur, diduga keracunan setelah menyantap makanan dari program Makan Bergizi Gratis (MBG), Jumat (8/5/2026).

""Dinkes bersama Disdik mendata dari orangtua https://t.co/vKC7iBqGTn",,2026-05-09T07:08:58.000Z,ferizandra,in
"Keterlibatan perguruan tinggi dalam program makan bergizi gratis dianggap sebagai upaya ""membungkam suara-suara kritis"" terhadap proyek yang dianggap bermasalah ini.

Sebelumnya, Menteri Pendidikan Tinggi Riset dan Teknologi, Brian Yuliarto, mengatakan kampus harus terlibat aktif https://t.co/ESXJF4kUOG",,2026-05-01T08:04:29.000Z,BBCIndonesia,in
"13 PENGASUH PONPES DI JABAR KENA TIPU PROGRAM MBG 

Dunia pendidikan keagamaan di Jawa Barat lagi geger pisan lur. 

Bayangkan saja niat tulus para kiai dan pengasuh pesantren buat mendukung program Makan Bergizi Gratis atau MBG malah dimanfaatkan oknum nakal buat mengeruk https://t.co/8trASoNGY9",,2026-05-05T12:37:18.000Z,tijabar,in
"Mendes PDT Yandri Susanto berharap Munas II PAPDESI menghasilkan rekomendasi strategis untuk mendukung suksesnya program prioritas pemerintah, seperti Kopdes Merah Putih, Makan Bergizi Gratis (MBG), dan Sekolah Rakyat. https://t.co/LEZ8s8ZIoW",,2026-05-12T14:01:21.000Z,kemendespdt,in
"Sidokkes Polres Kutai Timur (Kutim), Polda Kalimantan Timur, melaksanakan pemeriksaan dan pengawasan keamanan makanan program Makan Bergizi Gratis (MBG) di SPPG Polres Kutim #DukungProgramPemerintah
guna wujudkan Pilar Kemajuan Indonesia https://t.co/MECM6UumPl",,2026-05-13T05:08:58.000Z,bidhumas_jatim,in
"Sidokkes Polres Kolaka melaksanakan pemeriksaan dan pengawasan keamanan makanan dalam program Makan Bergizi Gratis (MBG) di SPPG Polres Kolaka, Sabtu (9/5).
Polri Terus Berkomitmen Maksimalkan Kemajuan Indonesia serta #PenuhiGiziBangsa Indonesia https://t.co/kypZRzne1S",,2026-05-16T05:01:27.000Z,HumasPoldaSumut,in
"Baca selengkapnya 👇
https://t.co/o8GKfyrJLP

Presiden RI Prabowo Subianto menegaskan bahwa program Makan Bergizi Gratis (MBG) akan tetap diteruskan dengan catatan tidak boleh ada penyelewengan.

~LL #MBG #Prabowo https://t.co/JxDc0qCo5U",,2026-05-16T10:43:23.000Z,kompascom,in
Aksi Polri dukung Makan Bergizi Gratis di lembaga pendidikan berkomitmen untuk Maksimalkan Kemajuan Indonesia. 💪🏼🥗 #PenuhiGiziBangsa https://t.co/k44Pp2ewZN,,2026-05-16T04:50:06.000Z,sunverxan,in
"Apakah kamu tahu? MBG itu bukan Makan Bergizi Gratis. Ini buktinya 👇
#BasmiGengSoloDanOligarki 

""Ternyata 3 petinggi Badan Gizi Nasional tak adasatupun yang ahli gizi""
#BasmiGengSoloDanOligarki https://t.co/mlh78ckuep",,2026-05-09T06:23:57.000Z,Srik4ndiMuslim2,in
"Niat Program Makan Bergizi Gratis (MBG) memang baik, tapi efek dominonya ke Rupiah gak bisa diabaikan. Anggaran raksasa ini bikin pasar khawatir defisit APBN membengkak &amp; utang nambah. Investor asing milih pull out dana mereka dari Indonesia. #Rupiah #ekonomiindonesiakuat
 #APBN https://t.co/3BZoL0Py3s",,2026-05-12T10:49:03.000Z,ferdy_hany1,in
"Presiden RI, Prabowo Subianto, menegaskan program Makan Bergizi Gratis (MBG) tidak akan dipaksakan kepada seluruh sekolah maupun siswa di Indonesia.

~RS https://t.co/WAN0b6KLgt",,2026-05-11T09:58:53.000Z,kompascom,in
"Pemerintah terus memperkuat pelaksanaan Program Makan Bergizi Gratis melalui pengawasan keamanan pangan yang lebih ketat dan terintegrasi.

#ProgramMBG #MakanBergiziGratis #MBG #IndonesiaSehat #IndonesiaEmas2045 https://t.co/NFcHKkxaDG",,2026-05-15T04:36:05.000Z,BangsaNara,in
JUST IN: KPK dan KSP Awasi Makan Bergizi Gratis lewat Stranas Pencegahan Korupsi,,2026-05-07T05:30:00.000Z,tempodotco,in
"Pemerintah mencatat jumlah penerima manfaat program Makan Bergizi Gratis (MBG) telah mencapai 61,99 juta orang.

#pemerintah #program #MBG #indonesia https://t.co/5N4ef8hMdr",,2026-05-15T02:48:58.000Z,RadioIdolaSMG,in
@mikirdoeloe Program Makan Bergizi Gratis (MBG) hadirkan 19.188 SPPG di berbagai daerah di Indonesia. #KSP #MakanBergiziGratis #MBG #Capaian2025 #PemenuhanGizi https://t.co/KuKXv5omtL,,2026-05-15T04:45:00.000Z,ProboJoyo,in
"@dhaniwidjaya MBTG
Makan bergizi tidak gratis alias bayar 🙏🏻🤣 https://t.co/hsbRWFWIfq",,2026-05-14T05:14:05.000Z,Maeliani07,in
"Baca di sini: https://t.co/CSVC1GTdWG

Sekitar 200 siswa di Surabaya mengalami keracunan program Makan Bergizi Gratis pada Senin (11/5/2026), yang memicu kekhawatiran besar di kalangan orang tua siswa. Meski beberapa sekolah sempat menghentikan pembagian, para wali murid tetap https://t.co/Cma3ss37Th",,2026-05-13T01:28:13.000Z,kompascom,in
"Pemerintah lupa kalau pilar kemajuan indonesia untuk 2045 itu banyak hal. Tapi yang difokuskan makan bergizi gratis, tapi faktor lainnya di kesampingkan https://t.co/La6pK3tIoR",,2026-05-13T15:09:11.000Z,pororo99__,in
"Pemerintah terus memperkuat pelaksanaan Program Makan Bergizi Gratis melalui pengawasan keamanan pangan yang lebih ketat dan terintegrasi.

#ProgramMBG #MakanBergiziGratis #MBG #IndonesiaSehat #IndonesiaEmas2045 https://t.co/7aLjUqvtxr",,2026-05-15T04:35:31.000Z,BangsaNara,in
"Siswi SMP ini berani bicara di depan publik tentang sisi gelap program Makan Bergizi Gratis (MBG). Dari nasi yang ada belatungnya sampe larangan bawa HP agar siswa gak bisa protes dan upload di sosmed. 

​Kritik bukan soal cari engagement, tapi soal hak anak-anak atas makanan https://t.co/J0Wg7LXICY",,2026-05-09T18:53:32.000Z,ariefrasyad,in
"Ya kalo beneran bergizi dan gratis maah baguss. Ini mah bergizi kaga, gratis pun kaga. Pake pajak rakyat. Gratis mah lu negara punya profit income dari makai duit pajak rakyat, terus nah profit itu jadi anggaran untuk makan ini. Baru MBG namanya",,2026-05-11T12:41:30.000Z,nrwendth,in
@PancasilaBumi Program Makan Bergizi Gratis (MBG) hadirkan 19.188 SPPG di berbagai daerah di Indonesia. #KSP #MakanBergiziGratis #MBG #Capaian2025 #PemenuhanGizi https://t.co/5ZdAQ3Ob1c,,2026-05-15T04:44:30.000Z,ProboJoyo,in
"BBC temukan pola berulang di puluhan pidato Prabowo...

Rakyat 643x
Makan Bergizi Gratis 146x
Kemiskinan 58x
Kerja 77x
Kritik 17x
Kekuatan Asing 25x

Menurut pengamat sosial politik Prof. Vedi Hadiz, cita-cita Prabowo, kalo dia mau jujur, dia mau seperti Orde Baru lagi... https://t.co/JJmZBt0jI7",,2026-05-12T01:14:45.000Z,ferizandra,in
"Sidokkes Polres Kolaka awasi keamanan pangan program Makan Bergizi Gratis di SPPG, Sabtu (9/5). Pemeriksaan bahan hingga kelayakan saji dipastikan higienis demi cegah gangguan kesehatan warga. Polri Berkomitmen Maksimalkan Kemajuan Indonesia. #PenuhiGiziBangsa https://t.co/lcXrtDPUKm",,2026-05-16T05:51:53.000Z,AirudbaliT,in
"Dukung Bersama Program Makan Bergizi Gratis 
#ManfaatMakanBergiziGratis
#MakanBergiziGratis https://t.co/xsLZjl4F8O",,2026-05-12T01:19:10.000Z,Perjuangan52435,in
"Khianati Program Rakyat! Sopir Makan Bergizi Gratis Terciduk Nyambi Kurir Sabu: Makanan Diantar, Narkoba Diedar
https://t.co/QwewdIOrwy",,2026-05-12T12:40:00.000Z,democrazymedia,in
"Kepala Badan Gizi Nasional mengajak siswa aktif request menu kesukaan mereka agar program makan bergizi gratis selalu dinikmati anak sekolah #LanjutkanMBG

#REDRED6thWin #CORTIS6thWin #JossGawin https://t.co/GdJR1a5KkN",,2026-05-16T09:21:51.000Z,venusdocxx,in
"Pemerintah menggenjot belanja di awal tahun, terutama untuk proyek makan bergizi gratis dan koperasi merah putih.

https://t.co/bcB83XkafW",,2026-05-10T12:35:07.000Z,tempodotco,in
"Ground Breaking SPPG Polri Di Desa Tanjung Terang Sinergi Dukung Program Makan Bergizi Gratis Presiden Prabowo

Bila ada permasalahan dan butuh bantuan Polisi silahkan hubungi :

Call Center : 110 (Bebas Pulsa)

""KAMI SIAP MELAYANI 24 JAM"" https://t.co/NEmrUa5wxU",,2026-05-15T03:24:31.000Z,sumsel_polda,in
"Keren! Program Makan Bergizi Gratis juga sulap limbah jelantah jadi biofuel. Mantap buat kemandirian energi! 🇮🇩
#jagaindonesia #jagamayday2026 #mayday2026damai #prabowobersamaburuh #dialogbukankonfrontasi https://t.co/3Choamas8Y",,2026-05-11T08:00:00.000Z,leonwirawan_,in
"Malam

REKTOR Universitas Islam Indonesia Yogyakarta Fathul Wahid menolak kampus membangun dan mengelola dapur makan bergizi gratis (MBG) supaya perguruan tinggi menjaga nalar kritis terhadap berbagai kebijakan negara.

Keren dah. Mudah² bisa bertahan dg idealismenya. 
. 
.
. https://t.co/Gml7N0UjZH",,2026-05-06T16:03:19.000Z,taufik_q,in
"Sidokkes Polres Kolaka melaksanakan pemeriksaan dan pengawasan keamanan makanan dalam program Makan Bergizi Gratis (MBG) di SPPG Polres Kolaka, Sabtu (9/5). 

Polri Terus Berkomitmen Maksimalkan Kemajuan Indonesia serta #PenuhiGiziBangsa Indonesia https://t.co/5WpiWTs3Xj",,2026-05-16T07:17:32.000Z,Poldakaltim,in
"Sidokkes Polres Kolaka melaksanakan pemeriksaan dan pengawasan keamanan makanan dalam program Makan Bergizi Gratis (MBG) di SPPG Polres Kolaka, Sabtu (9/5).

Polri Terus Berkomitmen Maksimalkan Kemajuan Indonesia serta #PenuhiGiziBangsa Indonesia https://t.co/MpaaXYSh9U",,2026-05-16T05:15:23.000Z,BabelBid,in
